"REF_DATE","GEO","DGUID","Owner-occupied property type","Owner characteristics at the property level","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","None of the owners receive pension income","Percentage - Owner characteristics","Percent","239","units","0","v1110079075","3.1.7.2","58.1","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","None of the owners receive pension income","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110079077","3.1.7.4","250000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","None of the owners receive pension income","Median total income of family","Dollars","81","units","0","v1110079079","3.1.7.6","113000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","None of the owners receive pension income","Median ratio of assessment value to total income","Ratio","270","units","0","v1110079081","3.1.7.8","2.2","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Total, all residency participation types","Number of properties","Number","223","units","0","v1110079082","3.1.8.1","76040","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Total, all residency participation types","Percentage - Owner characteristics","Percent","239","units","0","v1110079083","3.1.8.2","100.0","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Total, all residency participation types","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110079085","3.1.8.4","238000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Total, all residency participation types","Median total income of family","Dollars","81","units","0","v1110079087","3.1.8.6","97600","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Total, all residency participation types","Median ratio of assessment value to total income","Ratio","270","units","0","v1110079089","3.1.8.8","2.4","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Resident owners only","Number of properties","Number","223","units","0","v1110079090","3.1.9.1","74960","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Resident owners only","Percentage - Owner characteristics","Percent","239","units","0","v1110079091","3.1.9.2","98.6","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Resident owners only","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110079093","3.1.9.4","238000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Resident owners only","Median total income of family","Dollars","81","units","0","v1110079095","3.1.9.6","98000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Resident owners only","Median ratio of assessment value to total income","Ratio","270","units","0","v1110079097","3.1.9.8","2.4","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Mix of resident and non-resident owners","Number of properties","Number","223","units","0","v1110079098","3.1.10.1","1080","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Mix of resident and non-resident owners","Percentage - Owner characteristics","Percent","239","units","0","v1110079099","3.1.10.2","1.4","","","","1"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110079101","3.1.10.4","236000","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median total income of family","Dollars","81","units","0","v1110079103","3.1.10.6","68800","","","","0"
"2018","Halifax","2016A00051209034","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median ratio of assessment value to total income","Ratio","270","units","0","v1110079105","3.1.10.8","3.3","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all family categories","Number of properties","Number","223","units","0","v1110045986","74.1.1.1","2702060","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all family categories","Percentage - Owner characteristics","Percent","239","units","0","v1110045987","74.1.1.2","100.0","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all family categories","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110045989","74.1.1.4","376000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all family categories","Median total income of family","Dollars","81","units","0","v1110045991","74.1.1.6","95100","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all family categories","Median ratio of assessment value to total income","Ratio","270","units","0","v1110045993","74.1.1.8","3.9","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Couple  family","Number of properties","Number","223","units","0","v1110045994","74.1.2.1","1940440","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Couple  family","Percentage - Owner characteristics","Percent","239","units","0","v1110045995","74.1.2.2","71.8","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Couple  family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110045997","74.1.2.4","406000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Couple  family","Median total income of family","Dollars","81","units","0","v1110045999","74.1.2.6","112000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Couple  family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046001","74.1.2.8","3.5","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Lone-parent family","Number of properties","Number","223","units","0","v1110046002","74.1.3.1","193640","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Lone-parent family","Percentage - Owner characteristics","Percent","239","units","0","v1110046003","74.1.3.2","7.2","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Lone-parent family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046005","74.1.3.4","344000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Lone-parent family","Median total income of family","Dollars","81","units","0","v1110046007","74.1.3.6","78900","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Lone-parent family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046009","74.1.3.8","4.2","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Other census family","Number of properties","Number","223","units","0","v1110046010","74.1.4.1","567980","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Other census family","Percentage - Owner characteristics","Percent","239","units","0","v1110046011","74.1.4.2","21.0","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Other census family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046013","74.1.4.4","303000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Other census family","Median total income of family","Dollars","81","units","0","v1110046015","74.1.4.6","53100","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Other census family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046017","74.1.4.8","5.5","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all pension income categories","Number of properties","Number","223","units","0","v1110046018","74.1.5.1","2702060","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all pension income categories","Percentage - Owner characteristics","Percent","239","units","0","v1110046019","74.1.5.2","100.0","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all pension income categories","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046021","74.1.5.4","376000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all pension income categories","Median total income of family","Dollars","81","units","0","v1110046023","74.1.5.6","95100","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all pension income categories","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046025","74.1.5.8","3.9","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","One or more of the owners receives pension income","Number of properties","Number","223","units","0","v1110046026","74.1.6.1","1105640","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","One or more of the owners receives pension income","Percentage - Owner characteristics","Percent","239","units","0","v1110046027","74.1.6.2","40.9","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","One or more of the owners receives pension income","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046029","74.1.6.4","344000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","One or more of the owners receives pension income","Median total income of family","Dollars","81","units","0","v1110046031","74.1.6.6","72100","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","One or more of the owners receives pension income","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046033","74.1.6.8","4.7","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","None of the owners receive pension income","Number of properties","Number","223","units","0","v1110046034","74.1.7.1","1596420","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","None of the owners receive pension income","Percentage - Owner characteristics","Percent","239","units","0","v1110046035","74.1.7.2","59.1","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","None of the owners receive pension income","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046037","74.1.7.4","399000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","None of the owners receive pension income","Median total income of family","Dollars","81","units","0","v1110046039","74.1.7.6","112000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","None of the owners receive pension income","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046041","74.1.7.8","3.4","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all residency participation types","Number of properties","Number","223","units","0","v1110046042","74.1.8.1","2702040","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all residency participation types","Percentage - Owner characteristics","Percent","239","units","0","v1110046043","74.1.8.2","100.0","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all residency participation types","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046045","74.1.8.4","376000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all residency participation types","Median total income of family","Dollars","81","units","0","v1110046047","74.1.8.6","95100","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Total, all residency participation types","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046049","74.1.8.8","3.9","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Resident owners only","Number of properties","Number","223","units","0","v1110046050","74.1.9.1","2681300","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Resident owners only","Percentage - Owner characteristics","Percent","239","units","0","v1110046051","74.1.9.2","99.2","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Resident owners only","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046053","74.1.9.4","376000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Resident owners only","Median total income of family","Dollars","81","units","0","v1110046055","74.1.9.6","95300","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Resident owners only","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046057","74.1.9.8","3.9","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Mix of resident and non-resident owners","Number of properties","Number","223","units","0","v1110046058","74.1.10.1","20740","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Mix of resident and non-resident owners","Percentage - Owner characteristics","Percent","239","units","0","v1110046059","74.1.10.2","0.8","","","","1"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110046061","74.1.10.4","415000","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median total income of family","Dollars","81","units","0","v1110046063","74.1.10.6","62800","","","","0"
"2018","Ontario","2016A000235","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median ratio of assessment value to total income","Ratio","270","units","0","v1110046065","74.1.10.8","6.0","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all family categories","Number of properties","Number","223","units","0","v1110055506","75.1.1.1","41520","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all family categories","Percentage - Owner characteristics","Percent","239","units","0","v1110055507","75.1.1.2","100.0","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all family categories","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055509","75.1.1.4","360000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all family categories","Median total income of family","Dollars","81","units","0","v1110055511","75.1.1.6","96800","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all family categories","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055513","75.1.1.8","3.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Couple  family","Number of properties","Number","223","units","0","v1110055514","75.1.2.1","30160","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Couple  family","Percentage - Owner characteristics","Percent","239","units","0","v1110055515","75.1.2.2","72.6","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Couple  family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055517","75.1.2.4","374000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Couple  family","Median total income of family","Dollars","81","units","0","v1110055519","75.1.2.6","112000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Couple  family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055521","75.1.2.8","3.3","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Lone-parent family","Number of properties","Number","223","units","0","v1110055522","75.1.3.1","3360","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Lone-parent family","Percentage - Owner characteristics","Percent","239","units","0","v1110055523","75.1.3.2","8.1","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Lone-parent family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055525","75.1.3.4","334000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Lone-parent family","Median total income of family","Dollars","81","units","0","v1110055527","75.1.3.6","75300","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Lone-parent family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055529","75.1.3.8","4.3","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Other census family","Number of properties","Number","223","units","0","v1110055530","75.1.4.1","8000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Other census family","Percentage - Owner characteristics","Percent","239","units","0","v1110055531","75.1.4.2","19.3","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Other census family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055533","75.1.4.4","319000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Other census family","Median total income of family","Dollars","81","units","0","v1110055535","75.1.4.6","55300","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Other census family","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055537","75.1.4.8","5.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all pension income categories","Number of properties","Number","223","units","0","v1110055538","75.1.5.1","41520","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all pension income categories","Percentage - Owner characteristics","Percent","239","units","0","v1110055539","75.1.5.2","100.0","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all pension income categories","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055541","75.1.5.4","360000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all pension income categories","Median total income of family","Dollars","81","units","0","v1110055543","75.1.5.6","96800","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all pension income categories","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055545","75.1.5.8","3.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","One or more of the owners receives pension income","Number of properties","Number","223","units","0","v1110055546","75.1.6.1","14800","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","One or more of the owners receives pension income","Percentage - Owner characteristics","Percent","239","units","0","v1110055547","75.1.6.2","35.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","One or more of the owners receives pension income","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055549","75.1.6.4","356000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","One or more of the owners receives pension income","Median total income of family","Dollars","81","units","0","v1110055551","75.1.6.6","72400","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","One or more of the owners receives pension income","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055553","75.1.6.8","4.9","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","None of the owners receive pension income","Number of properties","Number","223","units","0","v1110055554","75.1.7.1","26720","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","None of the owners receive pension income","Percentage - Owner characteristics","Percent","239","units","0","v1110055555","75.1.7.2","64.4","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","None of the owners receive pension income","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055557","75.1.7.4","363000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","None of the owners receive pension income","Median total income of family","Dollars","81","units","0","v1110055559","75.1.7.6","110000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","None of the owners receive pension income","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055561","75.1.7.8","3.2","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all residency participation types","Number of properties","Number","223","units","0","v1110055562","75.1.8.1","41520","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all residency participation types","Percentage - Owner characteristics","Percent","239","units","0","v1110055563","75.1.8.2","100.0","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all residency participation types","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055565","75.1.8.4","360000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all residency participation types","Median total income of family","Dollars","81","units","0","v1110055567","75.1.8.6","96800","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Total, all residency participation types","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055569","75.1.8.8","3.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Resident owners only","Number of properties","Number","223","units","0","v1110055570","75.1.9.1","41300","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Resident owners only","Percentage - Owner characteristics","Percent","239","units","0","v1110055571","75.1.9.2","99.5","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Resident owners only","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055573","75.1.9.4","360000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Resident owners only","Median total income of family","Dollars","81","units","0","v1110055575","75.1.9.6","97000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Resident owners only","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055577","75.1.9.8","3.7","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Mix of resident and non-resident owners","Number of properties","Number","223","units","0","v1110055578","75.1.10.1","220","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Mix of resident and non-resident owners","Percentage - Owner characteristics","Percent","239","units","0","v1110055579","75.1.10.2","0.5","","","","1"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110055581","75.1.10.4","349000","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median total income of family","Dollars","81","units","0","v1110055583","75.1.10.6","73400","","","","0"
"2018","Barrie, census metropolitan area","2016S0503568","Total, all owner-occupied property types","Mix of resident and non-resident owners","Median ratio of assessment value to total income","Ratio","270","units","0","v1110055585","75.1.10.8","5.0","","","","1"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Total, all family categories","Number of properties","Number","223","units","0","v1110049346","79.1.1.1","22660","","","","0"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Total, all family categories","Percentage - Owner characteristics","Percent","239","units","0","v1110049347","79.1.1.2","100.0","","","","1"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Total, all family categories","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110049349","79.1.1.4","210000","","","","0"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Total, all family categories","Median total income of family","Dollars","81","units","0","v1110049351","79.1.1.6","83300","","","","0"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Total, all family categories","Median ratio of assessment value to total income","Ratio","270","units","0","v1110049353","79.1.1.8","2.6","","","","1"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Couple  family","Number of properties","Number","223","units","0","v1110049354","79.1.2.1","16160","","","","0"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Couple  family","Percentage - Owner characteristics","Percent","239","units","0","v1110049355","79.1.2.2","71.3","","","","1"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Couple  family","Median assessment value of the owner-occupied property","Dollars","81","units","0","v1110049357","79.1.2.4","218000","","","","0"
"2018","Belleville, census metropolitan area","2016S0503522","Total, all owner-occupied property types","Couple  family","Median total income of family","Dollars","81","units","0","v1110049359","79.1.2.6","96800","","","","0"
